domain,domain_length,family,tld,num_ratio,3-gram_check,4-gram_check,5-gram_check,6-gram_check,char_check,dist_mean,dist_median,dist_std,dist_max
hswlut.com,10,virut,com,0.0,1,0,0,0,0.0,16.073578254579534,14.0,7.900982848503697,58.0
y2s1r4paaeh3a.biz,17,ebury,biz,0.2352941176470588,0,0,0,0,0.0,18.32345090368197,16.0,5.86310665519935,58.0
kmnhny.com,10,virut,com,0.0,0,0,0,0,0.0,16.114412046376103,14.0,7.920722627299333,58.0
scpwsnhvgjdmfa.yt,17,locky,yt,0.0,0,0,0,0,0.0,18.410008761741754,16.0,5.9938393870523825,58.0
wswrwvw.info,12,shifu,info,0.0,0,0,0,0,0.0,16.87990300955641,15.0,7.562438964669303,56.0
xxd80f10e.me,12,xxhex,me,0.16666666666666666,0,0,0,0,0.0,16.9817633514681,15.0,7.0143052688712375,56.0
e2kj3nytc0u2olifqboxiro.in,26,corebot,in,0.15384615384615385,1,0,0,0,0.0,24.01958147401023,23.0,3.660511373042824,55.0
gndkazvl.net,12,nymaim,net,0.0,0,0,0,0,0.0,16.40055423110622,14.0,7.4385820388888675,57.0
dwe2x0dq5l4e1yuf8utvo8gyk.com,29,gameover,com,0.2413793103448276,0,0,0,0,0.0,25.53919351223588,25.0,3.303265491619873,57.0
bhbqorcajanunal.com,19,banjori,com,0.0,2,1,0,0,0.0,18.301750310736193,17.0,5.907080611082712,58.0
bmblyfpo.net,12,vidro,net,0.0,0,0,0,0,0.0,16.403569900360658,15.0,7.372557975646989,57.0
pyulhrqqnhcjbn.com,18,ramnit,com,0.0,0,0,0,0,0.0,18.02940277523076,16.0,6.263670470919523,58.0
qmyktbtcwpmxslwpxh.biz,22,qakbot,biz,0.0,0,0,0,0,0.0,21.154797563013226,20.0,5.046335556154778,58.0
xuqyker.info,12,simda,info,0.0,0,0,0,0,0.0,16.63288302055953,15.0,7.477434542190598,55.0
playehrgetadobeflas.net,23,volatilecedar,net,0.0,9,3,1,0,0.0,20.81029810298103,20.0,4.8485075872899595,57.0
phememsmma.in,13,mydoom,in,0.0,3,1,0,0,0.0,16.921877865395196,15.0,7.030812104373906,56.0
l1xdvbcek9c4z.net,17,ebury,net,0.17647058823529413,0,0,0,0,0.0,17.91246408704689,16.0,6.014913993738007,57.0
weotijax.kz,11,pushdo,kz,0.0,0,0,0,0,0.0,16.608716914236812,15.0,7.384822390431057,58.0
ckfrzitlm.cc,12,oderoor,cc,0.0,0,0,0,0,0.0,16.633270167288142,15.0,7.208060864263108,58.0
rsmslhrutuljliti.eu,19,emotet,eu,0.0,3,0,0,0,0.0,19.56075147217637,18.0,5.956450272684271,58.0
ddeztxtz.com,12,oderoor,com,0.0,0,0,0,0,0.0,16.28251523116735,14.0,7.434973525800927,58.0
1vojhk812q0q911nvmr8icudz99.net,31,gameover,net,0.1935483870967742,1,0,0,0,0.0,27.757951790044217,28.0,2.844138031994518,56.0
enrmwuxddgfizkfowirx.com,24,dircrypt,com,0.0,2,0,0,0,0.0,21.53124681622756,21.0,4.756974565178743,58.0
wpirquwd.com,12,szribi,com,0.0,1,0,0,0,0.0,16.104835258878904,14.0,7.550066031357522,58.0
ns1.backdates10.net,19,beebone,net,0.10526315789473684,0,0,0,0,0.0,18.68671679197995,17.0,5.5713831629839605,56.0
oxvtxkaoublgzribwkdh.com,24,dircrypt,com,0.0,1,0,0,0,0.0,21.553599445768885,21.0,4.754731454135687,58.0
itpowecipio.ddns.net,20,symmi,ddns.net,0.0,2,0,0,0,0.0,19.127778796584963,18.0,5.796417290206344,57.0
gtg-gtg.us,10,benign,us,0.0,0,0,0,0,0.1,17.250320924261874,15.0,7.798244240956321,57.0
ddhlcrgu.in,11,nymaim,in,0.0,0,0,0,0,0.0,16.535342421093382,15.0,7.298308142829686,57.0
vrduwplq.net,12,vidro,net,0.0,0,0,0,0,0.0,16.454367626383032,14.0,7.535447592500714,57.0
uvkdizcdy3s5.org,16,qadars,org,0.125,0,0,0,0,0.0,17.71954275933737,15.0,6.28640961520128,58.0
omtxoobeaoc.biz,15,nymaim,biz,0.0,1,0,0,0,0.0,17.374778409438232,15.0,6.601069899837714,58.0
k57myayi15f22dvjsh14julsntg43ovn20etor.com,42,murofetweekly,com,0.14285714285714285,1,0,0,0,0.0,36.199319436803385,36.0,1.9595419712070885,57.0
bdfa596839d6d7eaecf2453c77fa1fb1.org,36,bamital,org,0.19444444444444445,0,0,0,0,0.0,32.27685066324347,32.0,2.0501865614622976,58.0
adomfbnfkdfkldea.de,19,padcrypt,de,0.0,2,0,0,0,0.0,19.335880351284715,18.0,5.270275497579742,58.0
gddytkrsgab.net,15,pykspa,net,0.0,1,0,0,0,0.0,17.033518756240195,15.0,6.749994885701886,57.0
wwrhxyqp.biz,12,conficker,biz,0.0,0,0,0,0,0.0,17.078183263035637,15.0,7.48457948341699,58.0
uwefkvhr.com,12,ramnit,com,0.0,0,0,0,0,0.0,16.08360331723618,14.0,7.483235774862998,58.0
oaten9reseu3f.biz,17,ebury,biz,0.1176470588235294,3,0,1,0,0.0,18.130162805387453,16.0,5.972214237342469,58.0
wpwtolncmvnyprvzbtppuelvnxfxyiqatbcisjrz.xyz,44,makloader,xyz,0.0,1,0,0,0,0.0,38.58155551480327,39.0,1.6639539803993753,58.0
igyioayam.info,14,pitou,info,0.0,1,0,0,0,0.0,16.95529474091734,15.0,7.113227786996558,55.0
zlohhvqhqgyvbhbhe.com,21,dircrypt,com,0.0,0,0,0,0,0.0,19.940318275363204,19.0,5.462843227648857,58.0
hobbytron.com,13,benign,com,0.0,1,1,1,0,0.0,16.22114228661084,14.0,7.387823500457611,58.0
vanoiahaj.mobi,14,pitou,mobi,0.0,2,0,0,0,0.0,17.21452003993724,15.0,7.053804971919089,58.0
drmdtgoizohjoqifl.com,21,dircrypt,com,0.0,1,0,0,0,0.0,19.62106485726511,18.0,5.505619102115836,58.0
b2ndq6e8pef3v.biz,17,ebury,biz,0.2352941176470588,0,0,0,0,0.0,18.346211056095523,16.0,5.794291557534676,58.0
alclijallowallow.pw,19,gozi,pw,0.0,2,3,1,1,0.0,19.57564643315606,18.0,5.606762122149349,58.0
pkvodolwty.com,14,vawtrak,com,0.0,0,0,0,0,0.0,16.507080709904844,14.0,7.248557392081334,58.0
hahecuw.info,12,simda,info,0.0,1,0,0,0,0.0,16.523972532958414,15.0,7.30648552661129,55.0
cwjigcwhiwwjmwie.ru,19,sutra,ru,0.0,1,0,0,0,0.0,19.442549463088614,18.0,5.673990984667106,58.0
ablmaclfckdccado.com,20,padcrypt,com,0.0,3,0,0,0,0.0,18.877620881471973,18.0,5.388302564626576,58.0
aynycxbgodmwi.com,17,ramnit,com,0.0,1,0,0,0,0.0,17.401797175866495,15.0,6.354242284456228,58.0
spesphqpps.biz,14,mydoom,biz,0.0,1,0,0,0,0.0,17.33924241498054,15.0,7.075303986573293,58.0
vwxxklrtpf.ir,13,necurs,ir,0.0,0,0,0,0,0.0,17.1074026529739,15.0,7.0730110663815795,57.0
mhqdeycfyr.com,14,vidro,com,0.0,1,0,0,0,0.0,16.367993153615743,14.0,7.011474305616722,58.0
christinealexander.net,22,suppobox,net,0.0,5,3,2,1,0.0,20.233490229639138,19.0,5.125027081784463,57.0
itpuirepigotpou.ddns.net,24,symmi,ddns.net,0.0,4,0,0,0,0.0,21.796136683171344,21.0,4.988427694479903,57.0
aaeliuwz.dyndns.org,19,vidro,dyndns.org,0.0,0,0,0,0,0.0,18.80756769973715,17.0,5.813327871269905,58.0
lmn09ibcpyzo.net,16,qadars,net,0.0625,0,0,0,0,0.0,17.53071703649367,15.0,6.467208117195313,56.0
xyzuza.com,10,virut,com,0.0,0,1,0,0,0.0,16.164089084499867,14.0,7.8385337447954955,58.0
ff2f14ab2ffed64323978f44c6362fa6.com,36,tinynuke,com,0.19444444444444445,1,0,0,0,0.0,32.11889479797053,32.0,2.2735945970366345,58.0
lmblcmokcaddbobb.com,20,padcrypt,com,0.0,3,0,0,0,0.0,18.94899851254152,18.0,5.514500744648218,58.0
yjqpqnnto.biz,13,conficker,biz,0.0,0,0,0,0,0.0,17.196079629969233,15.0,7.348034044716424,58.0
dd48e05bed7351db5dc36de37816e31c.xyz,36,tinynuke,xyz,0.19444444444444445,1,0,0,0,0.0,33.04598895613016,33.0,1.9886957560912104,57.0
wdd8ad758c246bd5f3785d0828b5d662a7.win,38,wd,win,0.2368421052631579,0,0,0,0,0.0,34.794506591682456,35.0,1.9833472034962971,56.0
xx80f1ce0d.cn,13,xxhex,cn,0.2307692307692308,0,0,0,0,0.0,16.90541394135746,15.0,6.672919403110408,55.0
hcbxn.org,9,conficker,org,0.0,0,0,0,0,0.0,16.612099354076246,15.0,7.531763011345562,58.0
bendjeanschannels.com,21,matsnu,com,0.0,7,2,1,0,0.0,19.231472991421644,18.0,5.333430588352353,58.0
jzabvvm.info,12,nymaim,info,0.0,0,0,0,0,0.0,16.79988589359578,15.0,7.355716339626495,56.0
1yj2v6x1iu18sd1hpp7sql6pvis.biz,31,gameover,biz,0.25806451612903225,1,0,0,0,0.0,28.124885384192186,28.0,2.691487054586704,58.0
qcjmsagabardinedazyx.com,24,banjori,com,0.0,6,4,0,0,0.0,21.264624977076842,20.0,4.665391705585012,58.0
uuhqcxbxncdwmygk.eu,19,emotet,eu,0.0,0,0,0,0,0.0,19.390406911587913,18.0,5.650791913855077,58.0
b586ed91fd59e81bc17ec376340c8832.xyz,36,tinynuke,xyz,0.19444444444444445,0,0,0,0,0.0,33.073089227132876,33.0,1.9544742560021653,57.0
ourthatagsuchmigration.org,26,gozi,org,0.0,8,3,1,1,0.0,23.275526213908755,22.0,4.218979349303008,58.0
amaspnesnr.com,14,mydoom,com,0.0,3,0,0,0,0.0,16.29139922978177,14.0,7.125751944164947,58.0
oqe21hzdwh54ivmqfwdtitkrn20nsdqi25lq.com,40,murofetweekly,com,0.1,1,0,0,0,0.0,34.5972655215274,35.0,2.1027238070593053,57.0
zzhytybhhee.dynserv.com,23,bobax,com,0.0,0,0,0,0,0.0,20.888460989873053,20.0,4.983094403736287,58.0
gqqvthfy.info,13,qakbot,info,0.0,0,0,0,0,0.0,16.97385740774701,15.0,7.309859809400192,56.0
0-0-0-0-0-0-0-0-0-0-0-0-0-53-0-0-0-0-0-0-0-0-0-0-0-0-0.info,59,tsifiri,info,0.4576271186440678,0,0,0,0,0.4406779661016949,56.910446848829395,58.0,2.4386490121407283,59.0
mlqxu0cjof18wp3l1j3bqjc.sg,26,corebot,sg,0.19230769230769232,0,0,0,0,0.0,24.44036921572223,24.0,3.5584403562466984,57.0
gegjanarianaqh.com,18,banjori,com,0.0,3,1,0,0,0.0,17.818244798989344,16.0,6.2399789148092175,58.0
3qzq32hzg36q7lzqyr.cn,21,rovnix,cn,0.19047619047619047,0,0,0,0,0.0,21.112292927440556,20.0,4.761514679264813,57.0
rymxunnmnokxmbdfpph.com,23,dircrypt,com,0.0,0,0,0,0,0.0,21.05943721091346,20.0,5.003009978458351,58.0
ns1.timechk27.org,17,beebone,org,0.1176470588235294,0,0,0,0,0.0,18.15408439798684,16.0,6.0396285754998935,58.0
novaradiolloret.org,19,benign,org,0.0,5,5,1,0,0.0,18.873993927909204,17.0,5.734936216486955,58.0
aaeliuwz.com,12,vidro,com,0.0,0,0,0,0,0.0,16.027568922305765,14.0,7.439745871554057,58.0
nyxxeon.info,12,shifu,info,0.0,1,0,0,0,0.0,16.708682274792668,15.0,7.489727295852365,55.0
1091f381f86e1a778874e4be1620983b.cz.cc,38,bamital,cc,0.18421052631578946,0,0,0,0,0.0,34.73136092263179,35.0,1.931609763092737,56.0
jwxqqbaowfuzkjykbu.ru,21,feodo,ru,0.0,0,0,0,0,0.0,20.743586608798424,19.0,5.051889227225905,58.0
xmfgxmr4d2fk.org,16,qadars,org,0.125,0,0,0,0,0.0,17.765613220041978,15.0,6.27190569612021,58.0
q2cbl4o2ufs3v.net,17,ebury,net,0.2352941176470588,0,0,0,0,0.0,17.978319783197833,16.0,6.045695212506031,57.0
etvke21ebgyax1ae6ete5tecxj.net,30,gameover,net,0.13333333333333333,1,0,0,0,0.0,26.75281700185423,27.0,3.0562433112083367,57.0
apwucfzxhupyohdga.net,21,fobber,net,0.0,1,0,0,0,0.0,19.868308983841718,18.0,5.325767611843912,57.0
ednsfoldingcrawfordprot.pw,26,gozi,pw,0.0,7,4,0,0,0.0,23.72017441978931,23.0,3.8543616730044135,58.0
ns1.dnsfor5.biz,15,beebone,biz,0.13333333333333333,0,0,0,0,0.0,17.589970862114633,15.0,6.5824643237204095,58.0
8ed20bc14bd97d8044dc6c91a48330fc.info,37,bamital,info,0.21621621621621626,0,0,0,0,0.0,33.50214968315097,34.0,2.136562616144594,55.0
cpohupkmdlbh.net,16,vidro,net,0.0,2,0,0,0,0.0,17.39515455304929,15.0,6.586026040944045,57.0
pointdont.net,13,suppobox,net,0.0,2,2,1,0,0.0,16.435193675245024,14.0,7.430588868927772,57.0
gcuwxn.com,10,virut,com,0.0,0,0,0,0,0.0,16.028302463475757,14.0,7.811939686164684,58.0
wihoweobugi.com,15,pushdo,com,0.0,3,1,0,0,0.0,16.625527232715935,14.0,6.959897498541509,58.0
zosranpad.kz,12,pushdo,kz,0.0,2,0,0,0,0.0,16.72858976710068,15.0,7.189837059505526,58.0
sksueicwqkayyoom.org,20,ramdo,org,0.0,2,0,0,0,0.0,19.444851967316662,18.0,5.6039331718951235,58.0
navimut.info,12,simda,info,0.0,2,0,0,0,0.0,16.599140126739613,15.0,7.467165177307528,55.0
kdalcmkbbfoofmde.com,20,padcrypt,com,0.0,2,0,0,0,0.0,18.911445279866328,18.0,5.403902174984919,58.0
guewfguiwcymao.net,18,pykspa2s,net,0.0,2,1,0,0,0.0,18.10263463536891,16.0,6.116519504699756,57.0
sgonofopmedjwvfijkkubijefgcpsuhvacirzott.pro,44,makloader,pro,0.0,3,0,0,0,0.0,38.18554516372232,38.0,1.6406684145759098,57.0
soiuajlhevc.info,16,qakbot,info,0.0,0,0,0,0,0.0,17.51527191963649,15.0,6.532949714856873,54.0
ckpdpqoekjlptin.nu,18,necurs,nu,0.0,1,0,0,0,0.0,18.710821769871835,17.0,5.905330763290709,57.0
af81ivopu74l.org,16,qadars,org,0.125,0,0,0,0,0.0,17.806406259551316,15.0,6.14542045395407,58.0
wnkfggvrwkklfdwxn.com,21,ranbyus,com,0.0,0,0,0,0,0.0,19.707561586894066,18.0,5.448019999494113,58.0
arw9an0dunkt.net,16,qadars,net,0.125,1,1,0,0,0.0,17.38879719624264,15.0,6.463529226034866,56.0
erxacftxkp.com,14,dircrypt,com,0.0,0,0,0,0,0.0,16.369276850663244,14.0,6.9962272759376924,58.0
rihakuzjixlo.kz,15,pushdo,kz,0.0,2,1,0,0,0.0,17.657864172626688,15.0,6.747465204384474,58.0
unshkty6ubwvovs0wj1t5xm.com,27,corebot,com,0.14814814814814814,0,0,0,0,0.0,24.043523442753223,23.0,3.953101033663587,57.0
beginpeople.net,15,suppobox,net,0.0,2,0,1,1,0.0,16.916029912178818,14.0,6.8212732918753725,57.0
anelfbdddadbfccf.eu,19,padcrypt,eu,0.0,2,0,0,0,0.0,19.17490881675734,17.0,5.261250036862322,58.0
ns1.timechk13.com,17,beebone,com,0.1176470588235294,0,0,0,0,0.0,17.58715895429631,16.0,6.267816609829666,58.0
aftxtuohfglwfnmm.eu,19,emotet,eu,0.0,1,0,0,0,0.0,19.273162581249878,17.0,5.707660625198674,58.0
7h1v56vyxqrj7j2j.cn,19,chinad,cn,0.2631578947368421,0,0,0,0,0.0,19.805815351386595,18.0,5.2543338971247,57.0
4bf1c5e7ccda2965baa6bd166422317e.win,36,wd,win,0.19444444444444445,1,0,0,0,0.0,32.784603785887484,33.0,1.9676972315559145,57.0
cwbqctmp.net,12,pykspa,net,0.0,0,0,0,0,0.0,16.381421032255435,14.0,7.364782355765957,57.0
02d979d5c35ee48de575733563a55e5d.xyz,36,tinynuke,xyz,0.2222222222222222,0,0,0,0,0.0,33.31008415347311,33.0,1.8764465952353733,57.0
ycjesqgj.mooo.com,17,bobax,com,0.0,0,0,0,0,0.0,17.655846934409198,16.0,6.528636916089325,58.0
flchxyxo.cc,11,oderoor,cc,0.0,0,0,0,0,0.0,16.557328280049717,15.0,7.377093507400612,58.0
nrhmhaqmeh.us,13,mydoom,us,0.0,0,0,0,0,0.0,17.097581351753366,15.0,7.105864481357898,58.0
h34owbvi55a47btaqdzmwawf42csfyhzjshw.com,40,murofetweekly,com,0.1,1,0,0,0,0.0,34.648205880555054,35.0,2.0742359692912515,58.0
hgwfwwidlrjcifej.ru,19,sutra,ru,0.0,2,0,0,0,0.0,19.376388124783503,18.0,5.482894804206903,58.0
iwnocolsi.com,13,vawtrak,com,0.0,1,0,0,0,0.0,16.171302239338182,14.0,7.460329050232167,58.0
opadanwvmv.net,14,pushdotid,net,0.0,2,0,0,0,0.0,16.72361798805958,15.0,7.0427203134687595,57.0
qauhtaqlmnypau.net,18,ranbyus,net,0.0,2,0,0,0,0.0,18.177476210852333,16.0,6.21992180823727,57.0
128467proswe.cf,15,ud3,cf,0.06666666666666668,1,0,0,0,0.0,17.68074658190191,15.0,6.17620001312375,57.0
tgrihmpwlu.net,14,pushdotid,net,0.0,0,0,0,0,0.0,16.861747865598954,15.0,7.297231779164235,57.0
shellu.com,10,virut,com,0.0,2,1,1,0,0.0,16.041995231982394,14.0,7.802215776890777,58.0
beksfjvon.net,13,torpig,net,0.0,0,0,0,0,0.0,16.442101187929172,14.0,7.217340075767237,57.0
nsxlwenjcgg.com,15,dircrypt,com,0.0,1,0,0,0,0.0,16.780671190170548,14.0,6.957717777804812,58.0
inloflbymgngelkas.su,20,ranbyus,su,0.0,3,0,0,0,0.0,20.041119057807123,18.0,5.337537142696091,58.0
club-target-yard.com,20,matsnu,com,0.0,3,2,1,1,0.1,18.941051816533204,18.0,5.559389089857807,56.0
mdocgudemuboppfxkk.ms,21,necurs,ms,0.0,4,1,0,0,0.0,20.635124396356748,19.0,5.0231414359125965,58.0
eqsmrprqps.ws,13,mydoom,ws,0.0,0,0,0,0,0.0,17.232023147299138,15.0,7.150771050759751,58.0
nqiqrnijymuni.ki,16,necurs,ki,0.0,1,0,0,0,0.0,18.11877254110887,16.0,6.644177514936299,58.0
mwmmqnnesn.in,13,mydoom,in,0.0,0,0,0,0,0.0,17.01976485930273,15.0,7.197632233891522,57.0
szahutslex.net,14,pushdotid,net,0.0,2,0,0,0,0.0,16.72422927236791,14.0,7.111978428131769,57.0
www.ahaparenting.com,20,benign,com,0.0,0,0,0,0,0.0,18.89597978686554,17.0,5.788143720314622,58.0
cmbdbacedmbfkofc.website,24,padcrypt,website,0.0,2,0,0,0,0.0,22.340240846017483,21.0,4.353568060900534,58.0
uhixkhqlkl.com,14,tempedreve,com,0.0,0,0,0,0,0.0,16.66265256637529,14.0,7.37902249753731,58.0
zxglzfhu.mooo.com,17,bobax,com,0.0,0,0,0,0,0.0,17.76758970597225,16.0,6.6130444208450845,58.0
fhpjgsuvmeei.pw,15,nymaim,pw,0.0,0,0,0,0,0.0,17.718116429284596,15.0,6.556370149737938,58.0
626d379db2f91fa32b996a89cf621f14.co.cc,38,bamital,cc,0.2368421052631579,0,0,0,0,0.0,34.19355298816146,34.0,2.0635259184273966,58.0
badfekjivo.kz,13,pushdo,kz,0.0,1,0,0,0,0.0,16.881288587321965,15.0,6.836269658010115,58.0
pupamul.info,12,simda,info,0.0,2,1,0,0,0.0,16.662020905923345,15.0,7.48213420867053,57.0
gbplywwqhgcgrw.com,18,ranbyus,com,0.0,1,0,0,0,0.0,18.154288159422947,16.0,6.234050853918464,58.0
pushwear.net,12,suppobox,net,0.0,3,2,0,0,0.0,16.24818142918271,14.0,7.476018046719434,57.0
amtdzzcgvpi.com,15,oderoor,com,0.0,1,0,0,0,0.0,16.79375267436885,14.0,6.863378580151124,58.0
eng.communityfibre.co.uk,24,benign,co.uk,0.0,0,0,0,0,0.0,21.88801271471361,21.0,4.601320649705605,58.0
0pvur1jwtr3q9nrv.ru,19,chinad,ru,0.21052631578947367,0,0,0,0,0.0,19.627442590215374,18.0,5.4649614134467335,57.0
wluj8hinw9a3.net,16,qadars,net,0.1875,1,0,0,0,0.0,17.49255251951016,15.0,6.486219503047946,57.0
16us958l79wpbxnlg9reobdzq.org,29,gameover,org,0.13793103448275862,0,0,0,0,0.0,26.134767813843556,26.0,3.060195142876285,58.0
asjrta.info,11,proslikefan,info,0.0,0,0,0,0,0.0,16.435132546814188,15.0,7.491988745017342,56.0
wuxiiexlcxhekn.su,17,ranbyus,su,0.0,0,0,0,0,0.0,18.425290869450052,16.0,6.148419899653788,58.0
sfcrgnyv.com,12,vawtrak,com,0.0,0,0,0,0,0.0,16.085946573751453,14.0,7.482584280494872,58.0
ohsawcgsaqaasx.pl,17,locky,pl,0.0,1,0,0,0,0.0,18.54544898832447,16.0,6.017531976815131,58.0
aneddeolkfafncbc.co.uk,22,padcrypt,co.uk,0.0,0,0,0,0,0.0,20.455793956435805,19.0,4.858779465677718,58.0
urkxgjwpqjit5d5vw2g.com,23,corebot,com,0.13043478260869565,0,0,0,0,0.0,21.11722395419443,20.0,4.901255389906708,58.0
styqdepfim.info,15,pykspa,info,0.0,1,0,0,0,0.0,17.259775454897405,15.0,6.766856588340275,54.0
fazazzuqezob.kz,15,pushdo,kz,0.0,0,0,0,0,0.0,17.77168531083807,15.0,6.4617956827675815,58.0
raheepmpnn.org,14,mydoom,org,0.0,1,0,0,0,0.0,16.945554944271247,15.0,6.931118018952443,58.0
jutwembdocjjsewy.eu,19,emotet,eu,0.0,4,0,0,0,0.0,19.29229578010066,18.0,5.5648651266638405,58.0
gfgbsvo.com,11,vawtrak,com,0.0,0,0,0,0,0.0,16.082706766917294,14.0,7.626528397028247,58.0
trthemjudiciarylaying.ru,24,gozi,ru,0.0,7,3,0,1,0.0,22.286814597469288,21.0,4.460124807248858,58.0
453wwza615366szm6w.ru,21,rovnix,ru,0.14285714285714285,0,0,0,0,0.0,21.244961998492165,20.0,4.561287548048778,58.0
huucopumicxefu.ddns.net,23,symmi,ddns.net,0.0,1,0,0,0,0.0,21.049717790410988,20.0,5.035222519431723,57.0
oxmueqegeteva.ddns.net,22,symmi,ddns.net,0.0,1,0,0,0,0.0,20.39344295698596,19.0,5.276320230859184,57.0
nnsdmikiqpgsh.mn,16,necurs,mn,0.0,0,0,0,0,0.0,18.113678505206106,16.0,6.483960768034907,57.0
dwddwdb.biz,11,tofsee,biz,0.0,0,0,0,0,0.0,16.977443609022558,15.0,7.378408269558004,58.0
usq4acesqwyg.net,16,qadars,net,0.0625,1,0,0,0,0.0,17.357580944230495,15.0,6.519342762862944,57.0
qpttmtuusux.net,15,vidro,net,0.0,0,0,0,0,0.0,17.416936650569514,15.0,7.1155602290031625,57.0
pcajqcaof.yi.org,16,bobax,org,0.0,0,0,0,0,0.0,17.478574484992972,15.0,6.390077458310341,58.0
ntrshvquunyzxevkucs.com,23,dircrypt,com,0.0,0,0,0,0,0.0,20.968213215966745,20.0,5.078261931606465,58.0
lhtqyd.biz,10,conficker,biz,0.0,0,0,0,0,0.0,16.776392200012225,15.0,7.581709289811562,58.0
norigik.info,12,simda,info,0.0,2,1,0,0,0.0,16.706318642133787,15.0,7.581056233493941,56.0
ntc59k27eqhuetf52nqk17k57dsg43i45nwm29au.ru,43,murofetweekly,ru,0.18604651162790695,1,0,0,0,0.0,38.56780161786581,39.0,1.5381795786256325,58.0
zedboard.org,12,benign,org,0.0,3,1,1,0,0.0,16.468488293905494,15.0,7.063508750138669,58.0
eab6i6j8c0f4l.biz,17,ebury,biz,0.29411764705882354,0,0,0,0,0.0,18.38953073741264,16.0,5.730424834601722,57.0
yvqvtwdaac.dyndns.org,21,vidrotid,dyndns.org,0.0,0,0,0,0,0.0,19.965177170568694,19.0,5.321499123143287,58.0
ncuzpjtjcv.com,14,fobber,com,0.0,0,0,0,0,0.0,16.62403977423233,14.0,7.178505055595728,58.0
qgcmamoaagysekeq.org,20,ramdo,org,0.0,2,1,0,0,0.0,19.494284491717092,18.0,5.439030029030071,58.0
cs9d2fq34yedo.net,17,urlzone,net,0.17647058823529413,1,0,0,0,0.0,17.897997025083033,16.0,5.925914244758178,57.0
ajpxvftytxcolntlw.pw,20,ranbyus,pw,0.0,2,0,0,0,0.0,20.1652505246857,18.0,5.3525816931402215,58.0
phptheathenet.ru,16,gozi,ru,0.0,4,2,2,0,0.0,17.754610102492002,16.0,6.380080859077675,58.0
hnhndwpx.dyndns.org,19,vidrotid,dyndns.org,0.0,0,0,0,0,0.0,19.000590908164718,17.0,5.93011399503584,58.0
jxnvj56a27b18n40byb28n20bsaviraxkxdun30.biz,43,murofetweekly,biz,0.16279069767441862,2,0,0,0,0.0,38.39829247916539,39.0,1.6447317632197227,55.0
pboregnlhyjwpmwk.eu,19,emotet,eu,0.0,3,1,0,0,0.0,19.37850724371905,18.0,5.7606596388875975,58.0
wggirozr.biz,12,qakbot,biz,0.0,0,1,0,0,0.0,17.02518491350327,15.0,7.496246882614812,58.0
qcfk41g2d14nq.net,17,urlzone,net,0.17647058823529413,0,0,0,0,0.0,18.060374513519573,16.0,5.943110824393369,57.0
texplorerendot.info,19,volatilecedar,info,0.0,4,2,0,0,0.0,18.85066324347454,17.0,5.8971378686450615,54.0
ns1.backdates4.info,19,beebone,info,0.10526315789473684,0,0,0,0,0.0,18.865354443018113,17.0,5.5945264048012575,55.0
uaxeidalkyqr.biz,16,locky,biz,0.0,3,2,0,0,0.0,17.635837561383138,15.0,6.376525065173109,58.0
nursfspazg.net,14,pushdotid,net,0.0,1,0,0,0,0.0,16.765653972329194,15.0,7.111752177807539,57.0
clladdecnfnmkndm.org,20,padcrypt,org,0.0,2,0,0,0,0.0,19.4181999714734,18.0,5.2789318696525935,58.0
zoiizamag.mobi,14,pitou,mobi,0.0,3,0,0,0,0.0,17.400146708234,15.0,7.108267436558262,58.0
al-group.com.ua,15,benign,com.ua,0.0,0,1,1,0,0.06666666666666668,17.446400554231108,15.0,6.862787587066244,57.0
xkcrmauqzjcexn.com,18,qakbot,com,0.0,1,0,0,0,0.0,17.82083256922795,16.0,6.156521300144652,58.0
cmaaa.net,9,conficker,net,0.0,0,0,0,0,0.0,16.30154654930008,15.0,7.670193025239923,57.0
ce20b6daed41f0ef94a3eb9df74827d3.net,36,omexo,net,0.25,1,0,0,0,0.0,32.117285082625266,32.0,2.3074955164431663,55.0
orevodylqv.net,14,pushdotid,net,0.0,2,1,0,0,0.0,16.71789229170487,15.0,7.106422969964234,57.0
99ababd3b196e8992ea27f1b2415d403.pro,36,wd,pro,0.2222222222222222,1,0,0,0,0.0,32.731177537339285,33.0,1.890668565213164,56.0
vidorim.info,12,simda,info,0.0,2,0,0,0,0.0,16.64170589074312,15.0,7.476528540702808,56.0
papossunttantaceam.com,22,gozi,com,0.0,6,3,0,0,0.0,20.136520162194106,19.0,5.212466237913624,58.0
xxf70e0d8.io,12,xxhex,io,0.25,0,0,0,0,0.0,16.65099741222976,15.0,6.957570084102419,55.0
0-0-0-0-0-0-0-0-0-0-0-0-0-56-0-0-0-0-0-0-0-0-0-0-0-0-0.info,59,tsifiri,info,0.4576271186440678,0,0,0,0,0.4406779661016949,56.91458320598244,58.0,2.439979369479686,59.0
bettingmailman.com,18,matsnu,com,0.0,5,2,0,0,0.0,17.738064673879823,16.0,6.2022449282981436,58.0
l6rclivwtqj4.org,16,qadars,org,0.125,0,0,0,0,0.0,17.79797053609634,15.0,6.385527291919719,58.0
wahqsnesnh.in,13,mydoom,in,0.0,1,0,0,0,0.0,16.785133565621372,15.0,7.048134566031978,56.0
